% 1. Title: Ear Biometrics Database
% 
% 2. Sources:
%      (a) Creator: Hugh Pearse
%      (b) Donor: The West Pomeranian University of Technology
%      (c) Date: October 2013
% 
@RELATION ears

@ATTRIBUTE row1  NUMERIC
@ATTRIBUTE row2  NUMERIC
@ATTRIBUTE row3  NUMERIC
@ATTRIBUTE row4  NUMERIC
@ATTRIBUTE row5  NUMERIC
@ATTRIBUTE row6  NUMERIC
@ATTRIBUTE row7  NUMERIC
@ATTRIBUTE row8  NUMERIC
@ATTRIBUTE row9  NUMERIC
@ATTRIBUTE row10  NUMERIC
@ATTRIBUTE file string

@DATA
58,69,39,13,5,16,8,29,35,52,./ear-dataset/006M1W0R0V1O010000000000.JPG
46,27,19,20,23,7,1,37,68,92,./ear-dataset/006M1W0R1V1O010000000000.JPG
27,20,3,6,6,22,44,39,41,51,./ear-dataset/006M1W1L0V1O020000000000.JPG
55,29,19,13,4,5,0,5,4,0,./ear-dataset/006M1W1L1V1O020000000000.JPG
58,69,39,13,5,16,8,29,35,52,./ear-dataset/006M1W1R0V1O010000000000.JPG
46,27,19,20,23,7,1,37,68,92,./ear-dataset/006M1W1R1V1O010000000000.JPG
58,16,3,4,7,20,20,4,4,0,./ear-dataset/007M1W0L0H0I000000000000.JPG
31,1,7,13,18,21,15,13,10,4,./ear-dataset/007M1W0L1H0I000000000000.JPG
9,17,7,3,0,5,13,19,31,48,./ear-dataset/007M1W0R0H0I000000000000.JPG
31,13,7,1,4,7,10,16,26,41,./ear-dataset/007M1W0R1H0I000000000000.JPG
58,16,3,4,7,20,20,4,4,0,./ear-dataset/007M1W1L0H0I000000000000.JPG
31,1,7,13,18,21,15,13,10,4,./ear-dataset/007M1W1L1H0I000000000000.JPG
9,17,7,3,0,5,13,19,31,48,./ear-dataset/007M1W1R0H0I000000000000.JPG
31,13,7,1,4,7,10,16,26,41,./ear-dataset/007M1W1R1H0I000000000000.JPG
7,3,2,10,16,26,16,14,12,1,./ear-dataset/008M1W0L0H0I010000000000.JPG
0,9,11,6,7,12,14,7,13,7,./ear-dataset/008M1W0L1H0I010000000000.JPG
37,45,4,13,28,22,16,21,11,29,./ear-dataset/008M1W0L2H0I010000000000.JPG
22,25,20,28,11,12,19,33,38,38,./ear-dataset/008M1W0R0H0I010000000000.JPG
29,11,3,1,5,10,22,31,63,164,./ear-dataset/008M1W0R1H0I010000000000.JPG
7,3,2,10,16,26,16,14,12,1,./ear-dataset/008M1W1L0H0I010000000000.JPG
0,9,11,6,7,12,14,7,13,7,./ear-dataset/008M1W1L1H0I010000000000.JPG
37,45,4,13,28,22,16,21,11,29,./ear-dataset/008M1W1L2H0I010000000000.JPG
22,25,20,28,11,12,19,33,38,38,./ear-dataset/008M1W1R0H0I010000000000.JPG
29,11,3,1,5,10,22,31,63,164,./ear-dataset/008M1W1R1H0I010000000000.JPG
6,2,13,14,18,25,10,10,13,1,./ear-dataset/009M1W0L0H1I010000000000.JPG
25,28,5,13,20,10,31,10,18,24,./ear-dataset/009M1W0L1H0I011000000000.JPG
23,5,0,1,10,16,29,44,65,100,./ear-dataset/009M1W0R0H0I010000000000.JPG
28,12,7,2,1,1,1,0,1,29,./ear-dataset/009M1W0R1H0I010000000000.JPG
6,2,13,14,18,25,10,10,13,1,./ear-dataset/009M1W1L0H1I010000000000.JPG
25,28,5,13,20,10,31,10,18,24,./ear-dataset/009M1W1L1H0I011000000000.JPG
23,5,0,1,10,16,29,44,65,100,./ear-dataset/009M1W1R0H0I010000000000.JPG
28,12,7,2,1,1,1,0,1,29,./ear-dataset/009M1W1R1H0I010000000000.JPG
41,13,0,0,10,5,6,18,19,58,./ear-dataset/010M1W0L0H1I020000000000.JPG
1,47,31,17,14,1,10,4,3,65,./ear-dataset/010M1W0L1H1I020000000000.JPG
46,0,0,0,0,0,0,40,48,64,./ear-dataset/010M1W0R0H1I010000000000.JPG
31,10,1,1,1,3,5,8,15,21,./ear-dataset/010M1W0R1H1I010000000000.JPG
41,13,0,0,10,5,6,18,19,58,./ear-dataset/010M1W1L0H1I020000000000.JPG
1,47,31,17,14,1,10,4,3,65,./ear-dataset/010M1W1L1H1I020000000000.JPG
46,0,0,0,0,0,0,40,48,64,./ear-dataset/010M1W1R0H1I010000000000.JPG
31,10,1,1,1,3,5,8,15,21,./ear-dataset/010M1W1R1H1I010000000000.JPG
23,11,2,23,10,12,10,68,76,76,./ear-dataset/011F1W0L0H0I011000000000.JPG
46,32,18,2,4,6,7,10,17,19,./ear-dataset/011F1W0L1H0I011000000000.JPG
26,11,3,2,5,11,28,41,67,99,./ear-dataset/011F1W0R0H1I011000000000.JPG
7,1,1,1,4,7,12,16,20,55,./ear-dataset/011F1W0R1H0I011000000000.JPG
23,11,2,23,10,12,10,68,76,76,./ear-dataset/011F1W1L0H0I011000000000.JPG
46,32,18,2,4,6,7,10,17,19,./ear-dataset/011F1W1L1H0I011000000000.JPG
26,11,3,2,5,11,28,41,67,99,./ear-dataset/011F1W1R0H1I011000000000.JPG
7,1,1,1,4,7,12,16,20,55,./ear-dataset/011F1W1R1H0I011000000000.JPG
98,11,0,0,0,9,6,0,13,12,./ear-dataset/012F3W0L0V1I011000000000.JPG
10,28,33,39,55,43,34,7,4,7,./ear-dataset/012F3W0L1V1I011000000000.JPG
19,4,5,4,2,0,1,7,14,25,./ear-dataset/012F3W0R0V0I011000000020.JPG
37,18,22,2,10,4,1,8,10,23,./ear-dataset/012F3W0R0V1I011000000000.JPG
19,5,1,4,17,28,41,58,74,95,./ear-dataset/012F3W0R1V1I011000000000.JPG
98,11,0,0,0,9,6,0,13,12,./ear-dataset/012F3W1L0V1I011000000000.JPG
10,28,33,39,55,43,34,7,4,7,./ear-dataset/012F3W1L1V1I011000000000.JPG
19,4,5,4,2,0,1,7,14,25,./ear-dataset/012F3W1R0V0I011000000020.JPG
37,18,22,2,10,4,1,8,10,23,./ear-dataset/012F3W1R0V1I011000000000.JPG
19,5,1,4,17,28,41,58,74,95,./ear-dataset/012F3W1R1V1I011000000000.JPG
16,6,0,4,4,17,6,10,46,64,./ear-dataset/013F1W0L0V1I010100000000.JPG
4,20,38,39,42,3,55,57,67,64,./ear-dataset/013F1W0L0V1I012100000000.JPG
99,110,2,19,17,2,23,19,31,53,./ear-dataset/013F1W0L1V1I010100000000.JPG
17,7,9,15,19,38,56,50,67,118,./ear-dataset/013F1W0R0V1I010100000000.JPG
14,12,7,0,15,20,34,40,52,73,./ear-dataset/013F1W0R1V1I010100000000.JPG
16,6,0,4,4,17,6,10,46,64,./ear-dataset/013F1W1L0V1I010100000000.JPG
4,20,38,39,42,3,55,57,67,64,./ear-dataset/013F1W1L0V1I012100000000.JPG
99,110,2,19,17,2,23,19,31,53,./ear-dataset/013F1W1L1V1I010100000000.JPG
17,7,9,15,19,38,56,50,67,118,./ear-dataset/013F1W1R0V1I010100000000.JPG
14,12,7,0,15,20,34,40,52,73,./ear-dataset/013F1W1R1V1I010100000000.JPG
125,118,55,52,53,43,34,2,0,7,./ear-dataset/014F2W0L0V1I011100000000.JPG
28,39,22,7,15,13,10,10,52,86,./ear-dataset/014F2W0L1V1I011100000000.JPG
6,3,0,1,4,8,13,20,28,44,./ear-dataset/014F2W0R0V1I011100010000.JPG
19,4,10,1,9,23,40,65,97,139,./ear-dataset/014F2W0R1V1I011100010000.JPG
125,118,55,52,53,43,34,2,0,7,./ear-dataset/014F2W1L0V1I011100000000.JPG
28,39,22,7,15,13,10,10,52,86,./ear-dataset/014F2W1L1V1I011100000000.JPG
6,3,0,1,4,8,13,20,28,44,./ear-dataset/014F2W1R0V1I011100010000.JPG
19,4,10,1,9,23,40,65,97,139,./ear-dataset/014F2W1R1V1I011100010000.JPG
46,7,5,15,37,58,28,30,49,76,./ear-dataset/015F1W0L0H0O010100000000.JPG
11,10,9,1,1,4,10,5,10,8,./ear-dataset/015F1W0L0H0O011100000000.JPG
36,16,11,1,6,0,2,4,10,26,./ear-dataset/015F1W0L0H1O012100000000.JPG
79,50,0,45,70,58,59,42,33,10,./ear-dataset/015F1W0L1H0O010100000000.JPG
0,21,16,28,39,36,13,14,15,7,./ear-dataset/015F1W0L1H0O012100000000.JPG
16,2,0,1,10,26,37,49,70,113,./ear-dataset/015F1W0R1H0O010100010000.JPG
46,7,5,15,37,58,28,30,49,76,./ear-dataset/015F1W1L0H0O010100000000.JPG
11,10,9,1,1,4,10,5,10,8,./ear-dataset/015F1W1L0H0O011100000000.JPG
36,16,11,1,6,0,2,4,10,26,./ear-dataset/015F1W1L0H1O012100000000.JPG
79,50,0,45,70,58,59,42,33,10,./ear-dataset/015F1W1L1H0O010100000000.JPG
0,21,16,28,39,36,13,14,15,7,./ear-dataset/015F1W1L1H0O012100000000.JPG
16,2,0,1,10,26,37,49,70,113,./ear-dataset/015F1W1R1H0O010100010000.JPG
55,61,66,57,56,44,28,0,16,35,./ear-dataset/016F1W0L0H0O011100000000.JPG
139,8,7,14,28,51,41,71,6,4,./ear-dataset/016F1W0L1H0O011100000000.JPG
76,18,2,0,0,1,1,1,27,34,./ear-dataset/016F1W0R0H0O011100010000.JPG
25,12,2,0,4,22,43,62,86,134,./ear-dataset/016F1W0R1H0O010100010000.JPG
55,61,66,57,56,44,28,0,16,35,./ear-dataset/016F1W1L0H0O011100000000.JPG
139,8,7,14,28,51,41,71,6,4,./ear-dataset/016F1W1L1H0O011100000000.JPG
76,18,2,0,0,1,1,1,27,34,./ear-dataset/016F1W1R0H0O011100010000.JPG
25,12,2,0,4,22,43,62,86,134,./ear-dataset/016F1W1R1H0O010100010000.JPG
55,22,1,15,15,20,45,65,89,91,./ear-dataset/017F1W0L0H0O011000000000.JPG
35,17,11,7,0,11,65,90,91,84,./ear-dataset/017F1W0L1H0O011000000000.JPG
0,7,1,4,11,10,13,9,11,22,./ear-dataset/017F1W0R0H0O010000000000.JPG
107,91,80,65,17,28,0,21,0,34,./ear-dataset/017F1W0R0H0O012000000000.JPG
0,1,0,1,4,11,13,19,25,32,./ear-dataset/017F1W0R1H0O011000000000.JPG
55,22,1,15,15,20,45,65,89,91,./ear-dataset/017F1W1L0H0O011000000000.JPG
35,17,11,7,0,11,65,90,91,84,./ear-dataset/017F1W1L1H0O011000000000.JPG
0,7,1,4,11,10,13,9,11,22,./ear-dataset/017F1W1R0H0O010000000000.JPG
107,91,80,65,17,28,0,21,0,34,./ear-dataset/017F1W1R0H0O012000000000.JPG
0,1,0,1,4,11,13,19,25,32,./ear-dataset/017F1W1R1H0O011000000000.JPG
52,36,9,7,17,29,16,109,118,119,./ear-dataset/018F1W0L0H0I010000010000.JPG
1,9,29,27,17,63,44,88,91,100,./ear-dataset/018F1W0L1H0I010000010000.JPG
17,4,1,2,10,22,27,41,72,106,./ear-dataset/018F1W0R0H0I010000000000.JPG
17,4,0,1,7,19,28,43,63,50,./ear-dataset/018F1W0R0H1I011000000000.JPG
52,36,9,7,17,29,16,109,118,119,./ear-dataset/018F1W1L0H0I010000010000.JPG
1,9,29,27,17,63,44,88,91,100,./ear-dataset/018F1W1L1H0I010000010000.JPG
17,4,1,2,10,22,27,41,72,106,./ear-dataset/018F1W1R0H0I010000000000.JPG
17,4,0,1,7,19,28,43,63,50,./ear-dataset/018F1W1R0H1I011000000000.JPG
14,18,27,36,35,10,22,48,76,81,./ear-dataset/019F1W0L0H0I011100010000.JPG
113,24,16,0,4,1,0,3,6,69,./ear-dataset/019F1W0L0H1I011100000000.JPG
25,24,11,3,9,25,38,50,51,58,./ear-dataset/019F1W0L1H0I011100010000.JPG
21,22,1,2,1,4,10,16,50,65,./ear-dataset/019F1W0R1H0I011100000000.JPG
14,18,27,36,35,10,22,48,76,81,./ear-dataset/019F1W1L0H0I011100010000.JPG
113,24,16,0,4,1,0,3,6,69,./ear-dataset/019F1W1L0H1I011100000000.JPG
25,24,11,3,9,25,38,50,51,58,./ear-dataset/019F1W1L1H0I011100010000.JPG
21,22,1,2,1,4,10,16,50,65,./ear-dataset/019F1W1R1H0I011100000000.JPG
72,53,43,103,91,56,63,50,0,0,./ear-dataset/020F1W0L0H0I020100000000.JPG
22,8,31,32,35,36,38,4,9,6,./ear-dataset/020F1W0L0H1I021100000000.JPG
84,7,22,41,52,49,19,11,10,14,./ear-dataset/020F1W0L1H0I021100000000.JPG
43,1,6,14,17,19,22,37,56,91,./ear-dataset/020F1W0R0H1I010100000000.JPG
19,3,7,34,20,28,31,35,46,57,./ear-dataset/020F1W0R0H1I021100000000.JPG
57,16,11,0,4,27,39,61,87,115,./ear-dataset/020F1W0R1H1I010100000000.JPG
72,53,43,103,91,56,63,50,0,0,./ear-dataset/020F1W1L0H0I020100000000.JPG
22,8,31,32,35,36,38,4,9,6,./ear-dataset/020F1W1L0H1I021100000000.JPG
84,7,22,41,52,49,19,11,10,14,./ear-dataset/020F1W1L1H0I021100000000.JPG
43,1,6,14,17,19,22,37,56,91,./ear-dataset/020F1W1R0H1I010100000000.JPG
19,3,7,34,20,28,31,35,46,57,./ear-dataset/020F1W1R0H1I021100000000.JPG
57,16,11,0,4,27,39,61,87,115,./ear-dataset/020F1W1R1H1I010100000000.JPG
6,2,32,18,20,25,25,30,13,0,./ear-dataset/021M1W0L0V1I010000000020.JPG
52,10,0,9,45,47,28,45,19,4,./ear-dataset/021M1W0L1V1I010000000020.JPG
46,23,10,1,1,2,7,10,55,62,./ear-dataset/021M1W0R0V1I010000000010.JPG
55,34,25,16,7,1,5,55,64,75,./ear-dataset/021M1W0R1V1I010000000020.JPG
13,4,1,5,14,16,16,19,22,60,./ear-dataset/021M1W0R1V1I010000000220.JPG
6,2,32,18,20,25,25,30,13,0,./ear-dataset/021M1W1L0V1I010000000020.JPG
52,10,0,9,45,47,28,45,19,4,./ear-dataset/021M1W1L1V1I010000000020.JPG
46,23,10,1,1,2,7,10,55,62,./ear-dataset/021M1W1R0V1I010000000010.JPG
55,34,25,16,7,1,5,55,64,75,./ear-dataset/021M1W1R1V1I010000000020.JPG
13,4,1,5,14,16,16,19,22,60,./ear-dataset/021M1W1R1V1I010000000220.JPG
14,3,0,8,20,42,75,60,64,63,./ear-dataset/022M1B0L0V1I010000000020.JPG
44,30,29,15,11,2,13,21,9,22,./ear-dataset/022M1B0L0V1I010000000300.JPG
59,15,6,4,11,7,3,9,16,20,./ear-dataset/022M1B0L1V1I010000000020.JPG
67,40,25,13,13,16,17,8,10,31,./ear-dataset/022M1B0R0V1I010000000000.JPG
22,7,1,0,7,19,36,58,91,147,./ear-dataset/022M1B0R1V1I010000000000.JPG
14,3,0,8,20,42,75,60,64,63,./ear-dataset/022M1B1L0V1I010000000020.JPG
44,30,29,15,11,2,13,21,9,22,./ear-dataset/022M1B1L0V1I010000000300.JPG
59,15,6,4,11,7,3,9,16,20,./ear-dataset/022M1B1L1V1I010000000020.JPG
67,40,25,13,13,16,17,8,10,31,./ear-dataset/022M1B1R0V1I010000000000.JPG
22,7,1,0,7,19,36,58,91,147,./ear-dataset/022M1B1R1V1I010000000000.JPG
27,2,25,7,0,15,11,4,97,103,./ear-dataset/023F1W0L0V1I020000010000.JPG
43,25,2,13,11,7,2,6,24,32,./ear-dataset/023F1W0L1V1I010000010020.JPG
25,8,0,1,11,25,36,39,44,133,./ear-dataset/023F1W0R0V1I010000010020.JPG
27,7,1,3,13,22,21,5,6,49,./ear-dataset/023F1W0R1V1I010000010020.JPG
27,2,25,7,0,15,11,4,97,103,./ear-dataset/023F1W1L0V1I020000010000.JPG
43,25,2,13,11,7,2,6,24,32,./ear-dataset/023F1W1L1V1I010000010020.JPG
25,8,0,1,11,25,36,39,44,133,./ear-dataset/023F1W1R0V1I010000010020.JPG
27,7,1,3,13,22,21,5,6,49,./ear-dataset/023F1W1R1V1I010000010020.JPG
22,55,83,79,63,62,38,40,28,1,./ear-dataset/024M1W0L0V0I010000010020.JPG
1,1,67,37,25,13,15,0,24,42,./ear-dataset/024M1W0L1V0I010000010020.JPG
33,16,5,1,0,2,5,6,9,15,./ear-dataset/024M1W0R0V1I010000000020.JPG
14,0,0,0,0,25,51,80,111,149,./ear-dataset/024M1W0R1V1I010000000020.JPG
22,55,83,79,63,62,38,40,28,1,./ear-dataset/024M1W1L0V0I010000010020.JPG
1,1,67,37,25,13,15,0,24,42,./ear-dataset/024M1W1L1V0I010000010020.JPG
33,16,5,1,0,2,5,6,9,15,./ear-dataset/024M1W1R0V1I010000000020.JPG
14,0,0,0,0,25,51,80,111,149,./ear-dataset/024M1W1R1V1I010000000020.JPG
2,10,8,10,13,16,2,4,14,64,./ear-dataset/025M1W0L0H1O020000000000.JPG
99,62,17,18,2,2,4,57,64,82,./ear-dataset/025M1W0L1H0O020000000000.JPG
28,16,5,3,0,19,16,22,88,100,./ear-dataset/025M1W0R0H1O021000000000.JPG
22,17,1,15,5,10,5,76,76,102,./ear-dataset/025M1W0R1H0O021000000000.JPG
2,10,8,10,13,16,2,4,14,64,./ear-dataset/025M1W1L0H1O020000000000.JPG
99,62,17,18,2,2,4,57,64,82,./ear-dataset/025M1W1L1H0O020000000000.JPG
28,16,5,3,0,19,16,22,88,100,./ear-dataset/025M1W1R0H1O021000000000.JPG
22,17,1,15,5,10,5,76,76,102,./ear-dataset/025M1W1R1H0O021000000000.JPG
70,43,7,8,27,36,45,37,31,4,./ear-dataset/026M1W0L0H1O020020010000.JPG
34,12,2,21,24,18,16,19,22,4,./ear-dataset/026M1W0L1H1O020020010000.JPG
15,6,3,0,3,2,28,32,37,125,./ear-dataset/026M1W0R0H1O020020000000.JPG
9,4,1,1,3,6,13,18,23,25,./ear-dataset/026M1W0R1H1O020020000000.JPG
70,43,7,8,27,36,45,37,31,4,./ear-dataset/026M1W1L0H1O020020010000.JPG
34,12,2,21,24,18,16,19,22,4,./ear-dataset/026M1W1L1H1O020020010000.JPG
15,6,3,0,3,2,28,32,37,125,./ear-dataset/026M1W1R0H1O020020000000.JPG
9,4,1,1,3,6,13,18,23,25,./ear-dataset/026M1W1R1H1O020020000000.JPG
12,6,4,34,33,52,42,28,4,18,./ear-dataset/027M1W0L0H1O020000000000.JPG
51,30,19,12,1,13,29,34,31,19,./ear-dataset/027M1W0L1H1O010000000000.JPG
33,3,3,4,2,0,2,6,21,41,./ear-dataset/027M1W0R0H1O020000000100.JPG
22,8,2,0,2,7,17,28,42,58,./ear-dataset/027M1W0R1H0O010000000100.JPG
12,6,4,34,33,52,42,28,4,18,./ear-dataset/027M1W1L0H1O020000000000.JPG
51,30,19,12,1,13,29,34,31,19,./ear-dataset/027M1W1L1H1O010000000000.JPG
33,3,3,4,2,0,2,6,21,41,./ear-dataset/027M1W1R0H1O020000000100.JPG
22,8,2,0,2,7,17,28,42,58,./ear-dataset/027M1W1R1H0O010000000100.JPG
43,34,0,0,0,31,37,38,57,115,./ear-dataset/028F1W0L0H1O021000000000.JPG
4,21,22,25,28,7,18,31,23,28,./ear-dataset/028F1W0L1H0O011000000000.JPG
33,10,4,4,1,35,51,43,55,48,./ear-dataset/028F1W0R0H1O010000000000.JPG
32,13,4,1,1,5,11,19,29,41,./ear-dataset/028F1W0R1H1O020000000000.JPG
43,34,0,0,0,31,37,38,57,115,./ear-dataset/028F1W1L0H1O021000000000.JPG
4,21,22,25,28,7,18,31,23,28,./ear-dataset/028F1W1L1H0O011000000000.JPG
33,10,4,4,1,35,51,43,55,48,./ear-dataset/028F1W1R0H1O010000000000.JPG
32,13,4,1,1,5,11,19,29,41,./ear-dataset/028F1W1R1H1O020000000000.JPG
46,2,16,1,43,32,16,7,9,9,./ear-dataset/029M1W0L0H1O012000000000.JPG
85,0,18,45,42,30,6,7,8,1,./ear-dataset/029M1W0L1H1O012000000000.JPG
95,70,73,72,64,43,31,44,48,2,./ear-dataset/029M1W0R0H1O011000000000.JPG
62,13,16,21,0,10,8,1,27,36,./ear-dataset/029M1W0R1H1O021000000000.JPG
46,2,16,1,43,32,16,7,9,9,./ear-dataset/029M1W1L0H1O012000000000.JPG
85,0,18,45,42,30,6,7,8,1,./ear-dataset/029M1W1L1H1O012000000000.JPG
95,70,73,72,64,43,31,44,48,2,./ear-dataset/029M1W1R0H1O011000000000.JPG
62,13,16,21,0,10,8,1,27,36,./ear-dataset/029M1W1R1H1O021000000000.JPG
19,28,6,7,21,26,31,38,31,15,./ear-dataset/030M1W0L0H1O011000000000.JPG
21,15,6,11,25,29,34,26,19,13,./ear-dataset/030M1W0L1H1O011000000000.JPG
105,65,60,22,1,4,7,13,34,55,./ear-dataset/030M1W0R0H1O011000000000.JPG
18,15,27,28,8,2,3,7,20,37,./ear-dataset/030M1W0R1H1O011000000000.JPG
19,28,6,7,21,26,31,38,31,15,./ear-dataset/030M1W1L0H1O011000000000.JPG
21,15,6,11,25,29,34,26,19,13,./ear-dataset/030M1W1L1H1O011000000000.JPG
105,65,60,22,1,4,7,13,34,55,./ear-dataset/030M1W1R0H1O011000000000.JPG
18,15,27,28,8,2,3,7,20,37,./ear-dataset/030M1W1R1H1O011000000000.JPG
70,16,4,28,53,45,20,30,31,19,./ear-dataset/031F1W0L0H1O011100000000.JPG
24,4,18,31,44,52,33,28,23,8,./ear-dataset/031F1W0L1H1O011100000000.JPG
67,46,31,19,11,7,2,6,9,7,./ear-dataset/031F1W0R0H1O010100000000.JPG
66,44,34,22,7,8,4,1,1,4,./ear-dataset/031F1W0R1H1O010100000000.JPG
70,16,4,28,53,45,20,30,31,19,./ear-dataset/031F1W1L0H1O011100000000.JPG
24,4,18,31,44,52,33,28,23,8,./ear-dataset/031F1W1L1H1O011100000000.JPG
67,46,31,19,11,7,2,6,9,7,./ear-dataset/031F1W1R0H1O010100000000.JPG
66,44,34,22,7,8,4,1,1,4,./ear-dataset/031F1W1R1H1O010100000000.JPG
15,15,67,66,40,23,15,73,95,85,./ear-dataset/032F1W0L0H0O010000100000.JPG
48,86,85,66,57,57,9,1,6,1,./ear-dataset/032F1W0L0H0O020000100000.JPG
5,75,83,82,63,58,7,1,5,7,./ear-dataset/032F1W0L1H0O020000100000.JPG
5,1,2,4,7,20,37,43,42,46,./ear-dataset/032F1W0R0H0O020000100000.JPG
67,24,13,1,4,0,2,3,20,38,./ear-dataset/032F1W0R2H0O021000100000.JPG
15,15,67,66,40,23,15,73,95,85,./ear-dataset/032F1W1L0H0O010000100000.JPG
48,86,85,66,57,57,9,1,6,1,./ear-dataset/032F1W1L0H0O020000100000.JPG
5,75,83,82,63,58,7,1,5,7,./ear-dataset/032F1W1L1H0O020000100000.JPG
